,City,Country,ForecastTime,Outlook,Temperature,Clouds,Rain,Snow,WindSpeed,DateInformation
0,Baden-Baden,DE,2022-06-15 12:00:00,clear sky,26.58,2,0,0,2.51,15/06/2022 12:09:46
1,Baden-Baden,DE,2022-06-15 15:00:00,clear sky,27.73,0,0,0,1.53,15/06/2022 12:09:46
2,Baden-Baden,DE,2022-06-15 18:00:00,clear sky,25.32,0,0,0,0.47,15/06/2022 12:09:46
3,Baden-Baden,DE,2022-06-15 21:00:00,clear sky,20.56,0,0,0,2.64,15/06/2022 12:09:46
4,Baden-Baden,DE,2022-06-16 00:00:00,clear sky,19.22,3,0,0,1.92,15/06/2022 12:09:46
5,Baden-Baden,DE,2022-06-16 03:00:00,scattered clouds,17.72,30,0,0,1.69,15/06/2022 12:09:46
6,Baden-Baden,DE,2022-06-16 06:00:00,scattered clouds,21.17,26,0,0,1.89,15/06/2022 12:09:46
7,Baden-Baden,DE,2022-06-16 09:00:00,scattered clouds,24.08,48,0,0,3.03,15/06/2022 12:09:46
8,Baden-Baden,DE,2022-06-16 12:00:00,scattered clouds,27.26,49,0,0,2.98,15/06/2022 12:09:46
9,Baden-Baden,DE,2022-06-16 15:00:00,scattered clouds,28.23,48,0,0,3.56,15/06/2022 12:09:46
10,Baden-Baden,DE,2022-06-16 18:00:00,broken clouds,24.06,66,0,0,1.27,15/06/2022 12:09:46
11,Baden-Baden,DE,2022-06-16 21:00:00,overcast clouds,18.8,95,0,0,1.81,15/06/2022 12:09:46
12,Baden-Baden,DE,2022-06-17 00:00:00,broken clouds,16.63,76,0,0,1.83,15/06/2022 12:09:46
13,Baden-Baden,DE,2022-06-17 03:00:00,overcast clouds,15.97,95,0,0,1.43,15/06/2022 12:09:46
14,Baden-Baden,DE,2022-06-17 06:00:00,overcast clouds,19.24,97,0,0,0.67,15/06/2022 12:09:46
15,Baden-Baden,DE,2022-06-17 09:00:00,overcast clouds,24.28,100,0,0,1.78,15/06/2022 12:09:46
16,Baden-Baden,DE,2022-06-17 12:00:00,overcast clouds,25.97,100,0,0,2.55,15/06/2022 12:09:46
17,Baden-Baden,DE,2022-06-17 15:00:00,overcast clouds,27.57,100,0,0,2.07,15/06/2022 12:09:46
18,Baden-Baden,DE,2022-06-17 18:00:00,broken clouds,24.26,81,0,0,0.85,15/06/2022 12:09:46
19,Baden-Baden,DE,2022-06-17 21:00:00,overcast clouds,19.72,89,0,0,2.4,15/06/2022 12:09:46
20,Baden-Baden,DE,2022-06-18 00:00:00,overcast clouds,18.64,85,0,0,2.11,15/06/2022 12:09:46
21,Baden-Baden,DE,2022-06-18 03:00:00,overcast clouds,18.24,96,0,0,1.65,15/06/2022 12:09:46
22,Baden-Baden,DE,2022-06-18 06:00:00,broken clouds,22.66,62,0,0,0.3,15/06/2022 12:09:46
23,Baden-Baden,DE,2022-06-18 09:00:00,few clouds,28.52,15,0,0,1.69,15/06/2022 12:09:46
24,Baden-Baden,DE,2022-06-18 12:00:00,clear sky,32.58,8,0,0,2.12,15/06/2022 12:09:46
25,Baden-Baden,DE,2022-06-18 15:00:00,clear sky,33.75,0,0,0,2.27,15/06/2022 12:09:46
26,Baden-Baden,DE,2022-06-18 18:00:00,clear sky,28.5,0,0,0,2.11,15/06/2022 12:09:46
27,Baden-Baden,DE,2022-06-18 21:00:00,clear sky,22.68,0,0,0,3.33,15/06/2022 12:09:46
28,Baden-Baden,DE,2022-06-19 00:00:00,clear sky,20.91,0,0,0,2.88,15/06/2022 12:09:46
29,Baden-Baden,DE,2022-06-19 03:00:00,clear sky,19.69,0,0,0,2.2,15/06/2022 12:09:46
30,Baden-Baden,DE,2022-06-19 06:00:00,clear sky,24.98,0,0,0,1.51,15/06/2022 12:09:46
31,Baden-Baden,DE,2022-06-19 09:00:00,clear sky,30.51,0,0,0,3.93,15/06/2022 12:09:46
32,Baden-Baden,DE,2022-06-19 12:00:00,clear sky,33.9,0,0,0,5.76,15/06/2022 12:09:46
33,Baden-Baden,DE,2022-06-19 15:00:00,clear sky,33.83,0,0,0,4.98,15/06/2022 12:09:46
34,Baden-Baden,DE,2022-06-19 18:00:00,clear sky,29.11,1,0,0,2.09,15/06/2022 12:09:46
35,Baden-Baden,DE,2022-06-19 21:00:00,light rain,21.11,37,0.44,0,10.55,15/06/2022 12:09:46
36,Baden-Baden,DE,2022-06-20 00:00:00,light rain,17.0,68,1.75,0,2.12,15/06/2022 12:09:46
37,Baden-Baden,DE,2022-06-20 03:00:00,light rain,17.36,74,1.25,0,3.42,15/06/2022 12:09:46
38,Baden-Baden,DE,2022-06-20 06:00:00,light rain,18.05,71,0.69,0,5.49,15/06/2022 12:09:46
39,Baden-Baden,DE,2022-06-20 09:00:00,light rain,16.82,94,0.5,0,4.24,15/06/2022 12:09:46
40,Berlin,DE,2022-06-15 12:00:00,clear sky,23.59,3,0,0,0.36,15/06/2022 12:09:46
41,Berlin,DE,2022-06-15 15:00:00,scattered clouds,25.07,26,0,0,0.98,15/06/2022 12:09:46
42,Berlin,DE,2022-06-15 18:00:00,broken clouds,24.12,65,0,0,2.42,15/06/2022 12:09:46
43,Berlin,DE,2022-06-15 21:00:00,scattered clouds,18.84,44,0,0,2.61,15/06/2022 12:09:46
44,Berlin,DE,2022-06-16 00:00:00,scattered clouds,16.17,28,0,0,2.23,15/06/2022 12:09:46
45,Berlin,DE,2022-06-16 03:00:00,overcast clouds,14.7,96,0,0,1.83,15/06/2022 12:09:46
46,Berlin,DE,2022-06-16 06:00:00,overcast clouds,16.83,98,0,0,3.52,15/06/2022 12:09:46
47,Berlin,DE,2022-06-16 09:00:00,overcast clouds,21.36,100,0,0,3.92,15/06/2022 12:09:46
48,Berlin,DE,2022-06-16 12:00:00,overcast clouds,24.32,95,0,0,4.23,15/06/2022 12:09:46
49,Berlin,DE,2022-06-16 15:00:00,broken clouds,23.82,71,0,0,5.49,15/06/2022 12:09:46
50,Berlin,DE,2022-06-16 18:00:00,scattered clouds,20.61,39,0,0,4.79,15/06/2022 12:09:46
51,Berlin,DE,2022-06-16 21:00:00,few clouds,16.23,13,0,0,2.82,15/06/2022 12:09:46
52,Berlin,DE,2022-06-17 00:00:00,scattered clouds,14.72,45,0,0,2.23,15/06/2022 12:09:46
53,Berlin,DE,2022-06-17 03:00:00,overcast clouds,13.38,98,0,0,2.37,15/06/2022 12:09:46
54,Berlin,DE,2022-06-17 06:00:00,broken clouds,16.52,82,0,0,3.57,15/06/2022 12:09:46
55,Berlin,DE,2022-06-17 09:00:00,scattered clouds,21.15,29,0,0,3.16,15/06/2022 12:09:46
56,Berlin,DE,2022-06-17 12:00:00,broken clouds,24.78,58,0,0,2.08,15/06/2022 12:09:46
57,Berlin,DE,2022-06-17 15:00:00,overcast clouds,25.52,97,0,0,3.1,15/06/2022 12:09:46
58,Berlin,DE,2022-06-17 18:00:00,overcast clouds,23.76,98,0,0,1.8,15/06/2022 12:09:46
59,Berlin,DE,2022-06-17 21:00:00,overcast clouds,21.85,100,0,0,0.4,15/06/2022 12:09:46
60,Berlin,DE,2022-06-18 00:00:00,overcast clouds,20.95,100,0,0,2.22,15/06/2022 12:09:46
61,Berlin,DE,2022-06-18 03:00:00,scattered clouds,18.33,50,0,0,2.97,15/06/2022 12:09:46
62,Berlin,DE,2022-06-18 06:00:00,scattered clouds,22.39,39,0,0,4.48,15/06/2022 12:09:46
63,Berlin,DE,2022-06-18 09:00:00,clear sky,28.98,5,0,0,5.08,15/06/2022 12:09:46
64,Berlin,DE,2022-06-18 12:00:00,few clouds,31.89,15,0,0,6.05,15/06/2022 12:09:46
65,Berlin,DE,2022-06-18 15:00:00,scattered clouds,32.5,27,0,0,5.03,15/06/2022 12:09:46
66,Berlin,DE,2022-06-18 18:00:00,few clouds,30.25,21,0,0,3.25,15/06/2022 12:09:46
67,Berlin,DE,2022-06-18 21:00:00,clear sky,23.82,2,0,0,2.97,15/06/2022 12:09:46
68,Berlin,DE,2022-06-19 00:00:00,light rain,21.24,25,0.22,0,1.89,15/06/2022 12:09:46
69,Berlin,DE,2022-06-19 03:00:00,light rain,20.02,100,0.15,0,1.69,15/06/2022 12:09:46
70,Berlin,DE,2022-06-19 06:00:00,overcast clouds,24.72,90,0,0,4.42,15/06/2022 12:09:46
71,Berlin,DE,2022-06-19 09:00:00,scattered clouds,32.27,37,0,0,5.88,15/06/2022 12:09:46
72,Berlin,DE,2022-06-19 12:00:00,few clouds,35.85,24,0,0,5.28,15/06/2022 12:09:46
73,Berlin,DE,2022-06-19 15:00:00,scattered clouds,34.78,35,0,0,6.7,15/06/2022 12:09:46
74,Berlin,DE,2022-06-19 18:00:00,few clouds,25.18,24,0,0,4.38,15/06/2022 12:09:46
75,Berlin,DE,2022-06-19 21:00:00,light rain,16.99,58,0.77,0,4.66,15/06/2022 12:09:46
76,Berlin,DE,2022-06-20 00:00:00,light rain,15.46,75,2.99,0,3.05,15/06/2022 12:09:46
77,Berlin,DE,2022-06-20 03:00:00,light rain,14.1,100,2.25,0,2.4,15/06/2022 12:09:46
78,Berlin,DE,2022-06-20 06:00:00,moderate rain,12.47,100,4.44,0,3.84,15/06/2022 12:09:46
79,Berlin,DE,2022-06-20 09:00:00,light rain,12.13,100,2.04,0,3.95,15/06/2022 12:09:46
80,Bonn,DE,2022-06-15 12:00:00,clear sky,25.48,3,0,0,2.01,15/06/2022 12:09:46
81,Bonn,DE,2022-06-15 15:00:00,clear sky,26.97,1,0,0,2.64,15/06/2022 12:09:46
82,Bonn,DE,2022-06-15 18:00:00,clear sky,24.73,5,0,0,3.08,15/06/2022 12:09:46
83,Bonn,DE,2022-06-15 21:00:00,scattered clouds,18.21,38,0,0,1.25,15/06/2022 12:09:46
84,Bonn,DE,2022-06-16 00:00:00,broken clouds,15.52,57,0,0,0.8,15/06/2022 12:09:46
85,Bonn,DE,2022-06-16 03:00:00,scattered clouds,13.95,50,0,0,1.44,15/06/2022 12:09:46
86,Bonn,DE,2022-06-16 06:00:00,scattered clouds,17.5,26,0,0,2.17,15/06/2022 12:09:46
87,Bonn,DE,2022-06-16 09:00:00,clear sky,23.04,9,0,0,3.4,15/06/2022 12:09:46
88,Bonn,DE,2022-06-16 12:00:00,clear sky,25.69,9,0,0,3.98,15/06/2022 12:09:46
89,Bonn,DE,2022-06-16 15:00:00,few clouds,26.0,16,0,0,3.91,15/06/2022 12:09:46
90,Bonn,DE,2022-06-16 18:00:00,few clouds,22.98,15,0,0,2.63,15/06/2022 12:09:46
91,Bonn,DE,2022-06-16 21:00:00,broken clouds,16.34,81,0,0,0.74,15/06/2022 12:09:46
92,Bonn,DE,2022-06-17 00:00:00,overcast clouds,14.63,89,0,0,1.36,15/06/2022 12:09:46
93,Bonn,DE,2022-06-17 03:00:00,overcast clouds,14.37,100,0,0,1.37,15/06/2022 12:09:46
94,Bonn,DE,2022-06-17 06:00:00,overcast clouds,18.12,97,0,0,1.86,15/06/2022 12:09:46
95,Bonn,DE,2022-06-17 09:00:00,overcast clouds,23.19,100,0,0,1.77,15/06/2022 12:09:46
96,Bonn,DE,2022-06-17 12:00:00,overcast clouds,28.04,100,0,0,0.97,15/06/2022 12:09:46
97,Bonn,DE,2022-06-17 15:00:00,overcast clouds,29.91,93,0,0,1.51,15/06/2022 12:09:46
98,Bonn,DE,2022-06-17 18:00:00,overcast clouds,27.57,92,0,0,1.17,15/06/2022 12:09:46
99,Bonn,DE,2022-06-17 21:00:00,broken clouds,21.47,82,0,0,1.86,15/06/2022 12:09:46
100,Bonn,DE,2022-06-18 00:00:00,overcast clouds,19.57,87,0,0,2.09,15/06/2022 12:09:46
101,Bonn,DE,2022-06-18 03:00:00,overcast clouds,18.34,100,0,0,2.12,15/06/2022 12:09:46
102,Bonn,DE,2022-06-18 06:00:00,broken clouds,22.87,52,0,0,1.59,15/06/2022 12:09:46
103,Bonn,DE,2022-06-18 09:00:00,clear sky,30.48,7,0,0,1.65,15/06/2022 12:09:46
104,Bonn,DE,2022-06-18 12:00:00,clear sky,34.2,7,0,0,2.17,15/06/2022 12:09:46
105,Bonn,DE,2022-06-18 15:00:00,clear sky,34.94,3,0,0,2.11,15/06/2022 12:09:46
106,Bonn,DE,2022-06-18 18:00:00,clear sky,31.94,4,0,0,2.48,15/06/2022 12:09:46
107,Bonn,DE,2022-06-18 21:00:00,clear sky,24.9,3,0,0,1.55,15/06/2022 12:09:46
108,Bonn,DE,2022-06-19 00:00:00,clear sky,22.43,2,0,0,1.74,15/06/2022 12:09:46
109,Bonn,DE,2022-06-19 03:00:00,few clouds,20.29,12,0,0,2.54,15/06/2022 12:09:46
110,Bonn,DE,2022-06-19 06:00:00,few clouds,24.08,20,0,0,1.75,15/06/2022 12:09:46
111,Bonn,DE,2022-06-19 09:00:00,scattered clouds,29.17,31,0,0,3.38,15/06/2022 12:09:46
112,Bonn,DE,2022-06-19 12:00:00,scattered clouds,30.02,25,0,0,4.69,15/06/2022 12:09:46
113,Bonn,DE,2022-06-19 15:00:00,clear sky,29.12,9,0,0,4.44,15/06/2022 12:09:46
114,Bonn,DE,2022-06-19 18:00:00,light rain,20.14,9,2.52,0,4.75,15/06/2022 12:09:46
115,Bonn,DE,2022-06-19 21:00:00,light rain,16.45,91,2.28,0,2.6,15/06/2022 12:09:46
116,Bonn,DE,2022-06-20 00:00:00,light rain,15.61,96,2.65,0,2.59,15/06/2022 12:09:46
117,Bonn,DE,2022-06-20 03:00:00,light rain,12.72,100,0.88,0,4.13,15/06/2022 12:09:46
118,Bonn,DE,2022-06-20 06:00:00,light rain,11.23,100,1.14,0,4.32,15/06/2022 12:09:46
119,Bonn,DE,2022-06-20 09:00:00,light rain,13.03,100,0.91,0,3.83,15/06/2022 12:09:46
120,Bremen,DE,2022-06-15 12:00:00,scattered clouds,20.26,26,0,0,1.43,15/06/2022 12:09:46
121,Bremen,DE,2022-06-15 15:00:00,broken clouds,20.78,70,0,0,3.48,15/06/2022 12:09:46
122,Bremen,DE,2022-06-15 18:00:00,broken clouds,17.52,79,0,0,4.38,15/06/2022 12:09:46
123,Bremen,DE,2022-06-15 21:00:00,scattered clouds,10.59,27,0,0,3.18,15/06/2022 12:09:46
124,Bremen,DE,2022-06-16 00:00:00,broken clouds,10.11,63,0,0,2.45,15/06/2022 12:09:46
125,Bremen,DE,2022-06-16 03:00:00,overcast clouds,9.44,93,0,0,2.34,15/06/2022 12:09:46
126,Bremen,DE,2022-06-16 06:00:00,overcast clouds,13.11,97,0,0,2.74,15/06/2022 12:09:46
127,Bremen,DE,2022-06-16 09:00:00,broken clouds,18.07,65,0,0,3.46,15/06/2022 12:09:46
128,Bremen,DE,2022-06-16 12:00:00,scattered clouds,20.38,35,0,0,4.92,15/06/2022 12:09:46
129,Bremen,DE,2022-06-16 15:00:00,clear sky,19.99,0,0,0,4.73,15/06/2022 12:09:46
130,Bremen,DE,2022-06-16 18:00:00,clear sky,17.18,9,0,0,3.1,15/06/2022 12:09:46
131,Bremen,DE,2022-06-16 21:00:00,overcast clouds,12.59,100,0,0,1.8,15/06/2022 12:09:46
132,Bremen,DE,2022-06-17 00:00:00,overcast clouds,10.05,91,0,0,0.49,15/06/2022 12:09:46
133,Bremen,DE,2022-06-17 03:00:00,overcast clouds,10.39,100,0,0,1.64,15/06/2022 12:09:46
134,Bremen,DE,2022-06-17 06:00:00,overcast clouds,15.05,100,0,0,1.83,15/06/2022 12:09:46
135,Bremen,DE,2022-06-17 09:00:00,overcast clouds,20.31,98,0,0,2.69,15/06/2022 12:09:46
136,Bremen,DE,2022-06-17 12:00:00,overcast clouds,23.51,99,0,0,3.03,15/06/2022 12:09:46
137,Bremen,DE,2022-06-17 15:00:00,overcast clouds,22.95,100,0,0,1.52,15/06/2022 12:09:46
138,Bremen,DE,2022-06-17 18:00:00,overcast clouds,22.34,100,0,0,1.87,15/06/2022 12:09:46
139,Bremen,DE,2022-06-17 21:00:00,overcast clouds,18.27,87,0,0,3.96,15/06/2022 12:09:46
140,Bremen,DE,2022-06-18 00:00:00,broken clouds,17.09,75,0,0,4.08,15/06/2022 12:09:46
141,Bremen,DE,2022-06-18 03:00:00,scattered clouds,15.57,37,0,0,3.52,15/06/2022 12:09:46
142,Bremen,DE,2022-06-18 06:00:00,few clouds,20.08,19,0,0,4.39,15/06/2022 12:09:46
143,Bremen,DE,2022-06-18 09:00:00,few clouds,24.49,24,0,0,4.0,15/06/2022 12:09:46
144,Bremen,DE,2022-06-18 12:00:00,few clouds,26.71,18,0,0,4.26,15/06/2022 12:09:46
145,Bremen,DE,2022-06-18 15:00:00,clear sky,26.15,9,0,0,3.77,15/06/2022 12:09:46
146,Bremen,DE,2022-06-18 18:00:00,few clouds,21.1,12,0,0,4.45,15/06/2022 12:09:46
147,Bremen,DE,2022-06-18 21:00:00,light rain,14.5,84,1.62,0,3.39,15/06/2022 12:09:46
148,Bremen,DE,2022-06-19 00:00:00,light rain,13.62,91,1.68,0,1.15,15/06/2022 12:09:46
149,Bremen,DE,2022-06-19 03:00:00,light rain,13.1,100,2.31,0,4.23,15/06/2022 12:09:46
150,Bremen,DE,2022-06-19 06:00:00,light rain,12.46,100,0.89,0,5.12,15/06/2022 12:09:46
151,Bremen,DE,2022-06-19 09:00:00,light rain,13.16,100,0.2,0,4.03,15/06/2022 12:09:46
152,Bremen,DE,2022-06-19 12:00:00,light rain,15.58,100,0.58,0,4.47,15/06/2022 12:09:46
153,Bremen,DE,2022-06-19 15:00:00,light rain,14.55,100,0.18,0,4.45,15/06/2022 12:09:46
154,Bremen,DE,2022-06-19 18:00:00,light rain,13.51,100,0.41,0,4.13,15/06/2022 12:09:46
155,Bremen,DE,2022-06-19 21:00:00,broken clouds,11.75,79,0,0,2.07,15/06/2022 12:09:46
156,Bremen,DE,2022-06-20 00:00:00,overcast clouds,10.29,89,0,0,2.51,15/06/2022 12:09:46
157,Bremen,DE,2022-06-20 03:00:00,overcast clouds,10.45,97,0,0,3.24,15/06/2022 12:09:46
158,Bremen,DE,2022-06-20 06:00:00,light rain,11.46,99,0.13,0,4.58,15/06/2022 12:09:46
159,Bremen,DE,2022-06-20 09:00:00,light rain,15.3,52,0.35,0,7.75,15/06/2022 12:09:46
160,Dresden,DE,2022-06-15 12:00:00,few clouds,26.12,11,0,0,1.57,15/06/2022 12:09:46
161,Dresden,DE,2022-06-15 15:00:00,scattered clouds,26.69,26,0,0,2.46,15/06/2022 12:09:46
162,Dresden,DE,2022-06-15 18:00:00,few clouds,24.24,24,0,0,1.24,15/06/2022 12:09:46
163,Dresden,DE,2022-06-15 21:00:00,scattered clouds,18.99,38,0,0,1.48,15/06/2022 12:09:46
164,Dresden,DE,2022-06-16 00:00:00,broken clouds,17.77,57,0,0,2.2,15/06/2022 12:09:46
165,Dresden,DE,2022-06-16 03:00:00,scattered clouds,16.11,28,0,0,1.4,15/06/2022 12:09:46
166,Dresden,DE,2022-06-16 06:00:00,scattered clouds,19.44,39,0,0,3.3,15/06/2022 12:09:46
167,Dresden,DE,2022-06-16 09:00:00,light rain,20.41,100,0.65,0,3.23,15/06/2022 12:09:46
168,Dresden,DE,2022-06-16 12:00:00,light rain,24.42,98,0.13,0,3.94,15/06/2022 12:09:46
169,Dresden,DE,2022-06-16 15:00:00,broken clouds,25.24,66,0,0,5.87,15/06/2022 12:09:46
170,Dresden,DE,2022-06-16 18:00:00,scattered clouds,22.05,34,0,0,4.09,15/06/2022 12:09:46
171,Dresden,DE,2022-06-16 21:00:00,scattered clouds,15.91,30,0,0,1.72,15/06/2022 12:09:46
172,Dresden,DE,2022-06-17 00:00:00,broken clouds,14.3,65,0,0,0.97,15/06/2022 12:09:46
173,Dresden,DE,2022-06-17 03:00:00,overcast clouds,13.29,100,0,0,0.88,15/06/2022 12:09:46
174,Dresden,DE,2022-06-17 06:00:00,overcast clouds,16.75,98,0,0,2.19,15/06/2022 12:09:46
175,Dresden,DE,2022-06-17 09:00:00,broken clouds,21.02,64,0,0,3.29,15/06/2022 12:09:46
176,Dresden,DE,2022-06-17 12:00:00,broken clouds,23.67,70,0,0,2.93,15/06/2022 12:09:46
177,Dresden,DE,2022-06-17 15:00:00,overcast clouds,24.86,89,0,0,3.17,15/06/2022 12:09:46
178,Dresden,DE,2022-06-17 18:00:00,overcast clouds,22.2,93,0,0,1.87,15/06/2022 12:09:46
179,Dresden,DE,2022-06-17 21:00:00,broken clouds,18.08,83,0,0,1.89,15/06/2022 12:09:46
180,Dresden,DE,2022-06-18 00:00:00,overcast clouds,19.49,91,0,0,2.1,15/06/2022 12:09:46
181,Dresden,DE,2022-06-18 03:00:00,broken clouds,17.64,81,0,0,2.27,15/06/2022 12:09:46
182,Dresden,DE,2022-06-18 06:00:00,broken clouds,23.06,61,0,0,3.22,15/06/2022 12:09:46
183,Dresden,DE,2022-06-18 09:00:00,broken clouds,28.07,75,0,0,4.74,15/06/2022 12:09:46
184,Dresden,DE,2022-06-18 12:00:00,scattered clouds,30.81,42,0,0,4.91,15/06/2022 12:09:46
185,Dresden,DE,2022-06-18 15:00:00,clear sky,32.23,0,0,0,4.4,15/06/2022 12:09:46
186,Dresden,DE,2022-06-18 18:00:00,clear sky,29.01,4,0,0,2.0,15/06/2022 12:09:46
187,Dresden,DE,2022-06-18 21:00:00,clear sky,23.92,4,0,0,2.37,15/06/2022 12:09:46
188,Dresden,DE,2022-06-19 00:00:00,clear sky,22.61,3,0,0,2.69,15/06/2022 12:09:46
189,Dresden,DE,2022-06-19 03:00:00,clear sky,20.81,0,0,0,3.48,15/06/2022 12:09:46
190,Dresden,DE,2022-06-19 06:00:00,clear sky,25.16,0,0,0,4.58,15/06/2022 12:09:46
191,Dresden,DE,2022-06-19 09:00:00,clear sky,30.05,1,0,0,6.16,15/06/2022 12:09:46
192,Dresden,DE,2022-06-19 12:00:00,clear sky,34.31,0,0,0,5.46,15/06/2022 12:09:46
193,Dresden,DE,2022-06-19 15:00:00,clear sky,35.36,0,0,0,5.79,15/06/2022 12:09:46
194,Dresden,DE,2022-06-19 18:00:00,clear sky,31.27,0,0,0,4.16,15/06/2022 12:09:46
195,Dresden,DE,2022-06-19 21:00:00,clear sky,24.37,7,0,0,1.92,15/06/2022 12:09:46
196,Dresden,DE,2022-06-20 00:00:00,few clouds,18.31,12,0,0,2.79,15/06/2022 12:09:46
197,Dresden,DE,2022-06-20 03:00:00,moderate rain,17.22,100,8.61,0,0.8,15/06/2022 12:09:46
198,Dresden,DE,2022-06-20 06:00:00,light rain,18.42,96,0.12,0,3.27,15/06/2022 12:09:46
199,Dresden,DE,2022-06-20 09:00:00,light rain,11.92,98,1.7,0,5.35,15/06/2022 12:09:46
200,Dortmund,DE,2022-06-15 12:00:00,clear sky,23.41,5,0,0,2.46,15/06/2022 12:09:46
201,Dortmund,DE,2022-06-15 15:00:00,few clouds,24.92,13,0,0,3.05,15/06/2022 12:09:46
202,Dortmund,DE,2022-06-15 18:00:00,few clouds,23.25,15,0,0,3.2,15/06/2022 12:09:46
203,Dortmund,DE,2022-06-15 21:00:00,few clouds,17.56,22,0,0,2.9,15/06/2022 12:09:46
204,Dortmund,DE,2022-06-16 00:00:00,broken clouds,14.62,60,0,0,2.37,15/06/2022 12:09:46
205,Dortmund,DE,2022-06-16 03:00:00,broken clouds,12.98,82,0,0,1.77,15/06/2022 12:09:46
206,Dortmund,DE,2022-06-16 06:00:00,broken clouds,15.5,54,0,0,1.99,15/06/2022 12:09:46
207,Dortmund,DE,2022-06-16 09:00:00,clear sky,20.49,1,0,0,2.84,15/06/2022 12:09:46
208,Dortmund,DE,2022-06-16 12:00:00,clear sky,23.35,2,0,0,3.47,15/06/2022 12:09:46
209,Dortmund,DE,2022-06-16 15:00:00,clear sky,23.94,4,0,0,3.59,15/06/2022 12:09:46
210,Dortmund,DE,2022-06-16 18:00:00,scattered clouds,21.69,43,0,0,2.57,15/06/2022 12:09:46
211,Dortmund,DE,2022-06-16 21:00:00,broken clouds,17.07,71,0,0,1.89,15/06/2022 12:09:46
212,Dortmund,DE,2022-06-17 00:00:00,broken clouds,15.87,79,0,0,1.14,15/06/2022 12:09:46
213,Dortmund,DE,2022-06-17 03:00:00,overcast clouds,15.21,100,0,0,0.98,15/06/2022 12:09:46
214,Dortmund,DE,2022-06-17 06:00:00,overcast clouds,18.95,96,0,0,1.2,15/06/2022 12:09:46
